school_name,school_code,region,district,level,ownership
Chonama,,Dodoma,Bahi Dc,Secondary,
Ibihwa,,Dodoma,Bahi Dc,Secondary,
Ibugule,,Dodoma,Bahi Dc,Secondary,
Ilindi,,Dodoma,Bahi Dc,Secondary,
Kigwe,,Dodoma,Bahi Dc,Secondary,
Lamaiti,,Dodoma,Bahi Dc,Secondary,
Magaga,,Dodoma,Bahi Dc,Secondary,
Mpalanga,,Dodoma,Bahi Dc,Secondary,
Mpamantwa,,Dodoma,Bahi Dc,Secondary,
Mpinga,,Dodoma,Bahi Dc,Secondary,
Msisi Juu,,Dodoma,Bahi Dc,Secondary,
Mtitaa,,Dodoma,Bahi Dc,Secondary,
Mundemu,,Dodoma,Bahi Dc,Secondary,
Mwitikira,,Dodoma,Bahi Dc,Secondary,
Nondwa,,Dodoma,Bahi Dc,Secondary,
Zanka,,Dodoma,Bahi Dc,Secondary,
Buigiri,,Dodoma,Chamwino Dc,Secondary,
Chamwino,,Dodoma,Chamwino Dc,Secondary,
Chilonwa,,Dodoma,Chamwino Dc,Secondary,
Dabalo,,Dodoma,Chamwino Dc,Secondary,
Dr John Samwel Malecela,,Dodoma,Chamwino Dc,Secondary,
Fufu,,Dodoma,Chamwino Dc,Secondary,
Handali,,Dodoma,Chamwino Dc,Secondary,
Haneti,,Dodoma,Chamwino Dc,Secondary,
Huzi,,Dodoma,Chamwino Dc,Secondary,
Idifu,,Dodoma,Chamwino Dc,Secondary,
Igandu,,Dodoma,Chamwino Dc,Secondary,
Ikowa,,Dodoma,Chamwino Dc,Secondary,
Itiso,,Dodoma,Chamwino Dc,Secondary,
Maila,,Dodoma,Chamwino Dc,Secondary,
Majeleko,,Dodoma,Chamwino Dc,Secondary,
Makangwa,,Dodoma,Chamwino Dc,Secondary,
Makwawa,,Dodoma,Chamwino Dc,Secondary,
Manchali,,Dodoma,Chamwino Dc,Secondary,
Manzase,,Dodoma,Chamwino Dc,Secondary,
Membe,,Dodoma,Chamwino Dc,Secondary,
Mlowa Barabarani,,Dodoma,Chamwino Dc,Secondary,
Mlowa Bwawani,,Dodoma,Chamwino Dc,Secondary,
Mpwayungu,,Dodoma,Chamwino Dc,Secondary,
Msamalo,,Dodoma,Chamwino Dc,Secondary,
Msanga,,Dodoma,Chamwino Dc,Secondary,
Mvumi Dct Blind Unit,,Dodoma,Chamwino Dc,Secondary,
Mvumi Makulu,,Dodoma,Chamwino Dc,Secondary,
Mvumi Misheni,,Dodoma,Chamwino Dc,Secondary,
Nhinhi,,Dodoma,Chamwino Dc,Secondary,
Segala,,Dodoma,Chamwino Dc,Secondary,
Zajilwa,,Dodoma,Chamwino Dc,Secondary,
Chandama,,Dodoma,Chemba Dc,Secondary,
Chemba,,Dodoma,Chemba Dc,Secondary,
Churuku,,Dodoma,Chemba Dc,Secondary,
Dalai,,Dodoma,Chemba Dc,Secondary,
Farkwa,,Dodoma,Chemba Dc,Secondary,
Goima,,Dodoma,Chemba Dc,Secondary,
Gwandi,,Dodoma,Chemba Dc,Secondary,
Itolwa,,Dodoma,Chemba Dc,Secondary,
Jangalo,,Dodoma,Chemba Dc,Secondary,
Kelema Balai,,Dodoma,Chemba Dc,Secondary,
Kimaha,,Dodoma,Chemba Dc,Secondary,
Kwamtoro,,Dodoma,Chemba Dc,Secondary,
Lahoda,,Dodoma,Chemba Dc,Secondary,
Lalta,,Dodoma,Chemba Dc,Secondary,
Makorongo,,Dodoma,Chemba Dc,Secondary,
Mondo,,Dodoma,Chemba Dc,Secondary,
Mpendo,,Dodoma,Chemba Dc,Secondary,
Mrijo,,Dodoma,Chemba Dc,Secondary,
Msaada,,Dodoma,Chemba Dc,Secondary,
Msakwalo,,Dodoma,Chemba Dc,Secondary,
Paranga,,Dodoma,Chemba Dc,Secondary,
Sanzawa,,Dodoma,Chemba Dc,Secondary,
Songolo,,Dodoma,Chemba Dc,Secondary,
Soya,,Dodoma,Chemba Dc,Secondary,
Bihawana,,Dodoma,Dodoma Cc,Secondary,
Bunge Wasichana,,Dodoma,Dodoma Cc,Secondary,
Chigongwe,,Dodoma,Dodoma Cc,Secondary,
Chihanga,,Dodoma,Dodoma Cc,Secondary,
Chikole,,Dodoma,Dodoma Cc,Secondary,
Chinangali,,Dodoma,Dodoma Cc,Secondary,
Dodoma,,Dodoma,Dodoma Cc,Secondary,
Hazina,,Dodoma,Dodoma Cc,Secondary,
Hombolo,,Dodoma,Dodoma Cc,Secondary,
Ihumwa,,Dodoma,Dodoma Cc,Secondary,
Ipala,,Dodoma,Dodoma Cc,Secondary,
Itega,,Dodoma,Dodoma Cc,Secondary,
Iyumbu,,Dodoma,Dodoma Cc,Secondary,
Kikombo,,Dodoma,Dodoma Cc,Secondary,
Kikuyu,,Dodoma,Dodoma Cc,Secondary,
Kisasa,,Dodoma,Dodoma Cc,Secondary,
Kiwanja Cha Ndege,,Dodoma,Dodoma Cc,Secondary,
Kizota,,Dodoma,Dodoma Cc,Secondary,
Lukundo,,Dodoma,Dodoma Cc,Secondary,
Makole,,Dodoma,Dodoma Cc,Secondary,
Makutupora,,Dodoma,Dodoma Cc,Secondary,
Mbabala,,Dodoma,Dodoma Cc,Secondary,
Mbalawala,,Dodoma,Dodoma Cc,Secondary,
Miyuji,,Dodoma,Dodoma Cc,Secondary,
Mkonze,,Dodoma,Dodoma Cc,Secondary,
Mlimwa,,Dodoma,Dodoma Cc,Secondary,
Mnadani,,Dodoma,Dodoma Cc,Secondary,
Mpunguzi,,Dodoma,Dodoma Cc,Secondary,
Msalato,,Dodoma,Dodoma Cc,Secondary,
Mtumba,,Dodoma,Dodoma Cc,Secondary,
Nala,,Dodoma,Dodoma Cc,Secondary,
Nghonghona,,Dodoma,Dodoma Cc,Secondary,
Ntyuka,,Dodoma,Dodoma Cc,Secondary,
Nzuguni,,Dodoma,Dodoma Cc,Secondary,
Sechelela,,Dodoma,Dodoma Cc,Secondary,
Umonga,,Dodoma,Dodoma Cc,Secondary,
Viwandani,,Dodoma,Dodoma Cc,Secondary,
Wella,,Dodoma,Dodoma Cc,Secondary,
Zuzu,,Dodoma,Dodoma Cc,Secondary,
Abed A Karume,,Dodoma,Kondoa Dc,Secondary,
Berabera,,Dodoma,Kondoa Dc,Secondary,
Bereko,,Dodoma,Kondoa Dc,Secondary,
Bukulu,,Dodoma,Kondoa Dc,Secondary,
Bumbuta,,Dodoma,Kondoa Dc,Secondary,
Busi,,Dodoma,Kondoa Dc,Secondary,
Changaa,,Dodoma,Kondoa Dc,Secondary,
Hondomairo,,Dodoma,Kondoa Dc,Secondary,
Hurui,,Dodoma,Kondoa Dc,Secondary,
Imbafi,,Dodoma,Kondoa Dc,Secondary,
Intela,,Dodoma,Kondoa Dc,Secondary,
Itaswi,,Dodoma,Kondoa Dc,Secondary,
Kalamba,,Dodoma,Kondoa Dc,Secondary,
Kikilo,,Dodoma,Kondoa Dc,Secondary,
Kikore,,Dodoma,Kondoa Dc,Secondary,
Kinyasi,,Dodoma,Kondoa Dc,Secondary,
Kisese,,Dodoma,Kondoa Dc,Secondary,
Kiteo,,Dodoma,Kondoa Dc,Secondary,
Kwadelo,,Dodoma,Kondoa Dc,Secondary,
Loo,,Dodoma,Kondoa Dc,Secondary,
Masange,,Dodoma,Kondoa Dc,Secondary,
Masawi,,Dodoma,Kondoa Dc,Secondary,
R M Lowasa,,Dodoma,Kondoa Dc,Secondary,
Sakami,,Dodoma,Kondoa Dc,Secondary,
Thawi,,Dodoma,Kondoa Dc,Secondary,
Bicha,,Dodoma,Kondoa Tc,Secondary,
Dilai,,Dodoma,Kondoa Tc,Secondary,
Gubali,,Dodoma,Kondoa Tc,Secondary,
Kolo,,Dodoma,Kondoa Tc,Secondary,
Kondoa,,Dodoma,Kondoa Tc,Secondary,
Kwapakacha,,Dodoma,Kondoa Tc,Secondary,
Mto Bubu,,Dodoma,Kondoa Tc,Secondary,
Serya,,Dodoma,Kondoa Tc,Secondary,
Ula,,Dodoma,Kondoa Tc,Secondary,
Banyibanyi,,Dodoma,Kongwa Dc,Secondary,
Chamkoroma,,Dodoma,Kongwa Dc,Secondary,
Chitego,,Dodoma,Kongwa Dc,Secondary,
Chiwe,,Dodoma,Kongwa Dc,Secondary,
Dr Nkullo,,Dodoma,Kongwa Dc,Secondary,
Hembahemba,,Dodoma,Kongwa Dc,Secondary,
Hogoro,,Dodoma,Kongwa Dc,Secondary,
Ibwaga,,Dodoma,Kongwa Dc,Secondary,
Iduo,,Dodoma,Kongwa Dc,Secondary,
Job Ndugai,,Dodoma,Kongwa Dc,Secondary,
Kibaigwa,,Dodoma,Kongwa Dc,Secondary,
Kibaigwa Girls,,Dodoma,Kongwa Dc,Secondary,
Kongwa,,Dodoma,Kongwa Dc,Secondary,
Laikala,,Dodoma,Kongwa Dc,Secondary,
Lenjulu,,Dodoma,Kongwa Dc,Secondary,
Makawa,,Dodoma,Kongwa Dc,Secondary,
Manghaila,,Dodoma,Kongwa Dc,Secondary,
Manghweta,,Dodoma,Kongwa Dc,Secondary,
Mlali,,Dodoma,Kongwa Dc,Secondary,
Mnyakongo,,Dodoma,Kongwa Dc,Secondary,
Msunjulile,,Dodoma,Kongwa Dc,Secondary,
Mtanana,,Dodoma,Kongwa Dc,Secondary,
Mumi,,Dodoma,Kongwa Dc,Secondary,
Ndalibo,,Dodoma,Kongwa Dc,Secondary,
Ndurugumi,,Dodoma,Kongwa Dc,Secondary,
Nghumbi,,Dodoma,Kongwa Dc,Secondary,
Ngomai,,Dodoma,Kongwa Dc,Secondary,
Njoge,,Dodoma,Kongwa Dc,Secondary,
Norini,,Dodoma,Kongwa Dc,Secondary,
Pandambili,,Dodoma,Kongwa Dc,Secondary,
Sagara,,Dodoma,Kongwa Dc,Secondary,
Sejeli,,Dodoma,Kongwa Dc,Secondary,
Songambele Kilimani,,Dodoma,Kongwa Dc,Secondary,
White Zuberi,,Dodoma,Kongwa Dc,Secondary,
Zoissa,,Dodoma,Kongwa Dc,Secondary,
Berege,,Dodoma,Mpwapwa Dc,Secondary,
Chinyika,,Dodoma,Mpwapwa Dc,Secondary,
Chipogoro,,Dodoma,Mpwapwa Dc,Secondary,
Chitemo,,Dodoma,Mpwapwa Dc,Secondary,
Chunyu,,Dodoma,Mpwapwa Dc,Secondary,
Galigali,,Dodoma,Mpwapwa Dc,Secondary,
Godegode,,Dodoma,Mpwapwa Dc,Secondary,
Gulwe,,Dodoma,Mpwapwa Dc,Secondary,
Ihala,,Dodoma,Mpwapwa Dc,Secondary,
Ikuyu,,Dodoma,Mpwapwa Dc,Secondary,
Ipera,,Dodoma,Mpwapwa Dc,Secondary,
Iwondo,,Dodoma,Mpwapwa Dc,Secondary,
Kibakwe,,Dodoma,Mpwapwa Dc,Secondary,
Kimagai,,Dodoma,Mpwapwa Dc,Secondary,
Luhundwa,,Dodoma,Mpwapwa Dc,Secondary,
Lumuma Green,,Dodoma,Mpwapwa Dc,Secondary,
Massa,,Dodoma,Mpwapwa Dc,Secondary,
Matomondo,,Dodoma,Mpwapwa Dc,Secondary,
Mazae,,Dodoma,Mpwapwa Dc,Secondary,
Mbuga,,Dodoma,Mpwapwa Dc,Secondary,
Mima,,Dodoma,Mpwapwa Dc,Secondary,
Mount Igovu,,Dodoma,Mpwapwa Dc,Secondary,
Mpwapwa,,Dodoma,Mpwapwa Dc,Secondary,
Mtera Dam,,Dodoma,Mpwapwa Dc,Secondary,
Mwanakianga,,Dodoma,Mpwapwa Dc,Secondary,
Nghambi,,Dodoma,Mpwapwa Dc,Secondary,
Pwaga,,Dodoma,Mpwapwa Dc,Secondary,
Rudi,,Dodoma,Mpwapwa Dc,Secondary,
Vinghawe,,Dodoma,Mpwapwa Dc,Secondary,
Wotta,,Dodoma,Mpwapwa Dc,Secondary,
Bukombe,,Geita,Bukombe Dc,Secondary,
Bulega,,Geita,Bukombe Dc,Secondary,
Businda,,Geita,Bukombe Dc,Secondary,
Busonge,,Geita,Bukombe Dc,Secondary,
Busonzo,,Geita,Bukombe Dc,Secondary,
Butinzya,,Geita,Bukombe Dc,Secondary,
Doto Biteko,,Geita,Bukombe Dc,Secondary,
Iyogelo,,Geita,Bukombe Dc,Secondary,
Kabuhima,,Geita,Bukombe Dc,Secondary,
Katente,,Geita,Bukombe Dc,Secondary,
Katome,,Geita,Bukombe Dc,Secondary,
Lyambamgongo,,Geita,Bukombe Dc,Secondary,
Msonga,,Geita,Bukombe Dc,Secondary,
Musasa,,Geita,Bukombe Dc,Secondary,
Namonge,,Geita,Bukombe Dc,Secondary,
Nganzo,,Geita,Bukombe Dc,Secondary,
Runzewe,,Geita,Bukombe Dc,Secondary,
Ushirombo,,Geita,Bukombe Dc,Secondary,
Uyovu,,Geita,Bukombe Dc,Secondary,
Buhingo Chato,,Geita,Chato Dc,Secondary,
Buseresere,,Geita,Chato Dc,Secondary,
Butengorumasa,,Geita,Chato Dc,Secondary,
Buzirayombo,,Geita,Chato Dc,Secondary,
Bwanga,,Geita,Chato Dc,Secondary,
Bwera,,Geita,Chato Dc,Secondary,
Bwina,,Geita,Chato Dc,Secondary,
Bwongera,,Geita,Chato Dc,Secondary,
Chato,,Geita,Chato Dc,Secondary,
Dr Kalemani,,Geita,Chato Dc,Secondary,
Ichwankima,,Geita,Chato Dc,Secondary,
Ilemela,,Geita,Chato Dc,Secondary,
Ilyamchele,,Geita,Chato Dc,Secondary,
Iparamasa,,Geita,Chato Dc,Secondary,
Itale -Chato,,Geita,Chato Dc,Secondary,
Janeth Magufuli,,Geita,Chato Dc,Secondary,
Jikomboe,,Geita,Chato Dc,Secondary,
Kachwamba,,Geita,Chato Dc,Secondary,
Kanyindo,,Geita,Chato Dc,Secondary,
Kasenga,,Geita,Chato Dc,Secondary,
Katende,,Geita,Chato Dc,Secondary,
Kibumba,,Geita,Chato Dc,Secondary,
Kigongo,,Geita,Chato Dc,Secondary,
Magufuli,,Geita,Chato Dc,Secondary,
Makurugusi,,Geita,Chato Dc,Secondary,
Matogolo,,Geita,Chato Dc,Secondary,
Mbuye,,Geita,Chato Dc,Secondary,
Minkoto,,Geita,Chato Dc,Secondary,
Mnekezi,,Geita,Chato Dc,Secondary,
Muranda-Chato,,Geita,Chato Dc,Secondary,
Muungano Boys,,Geita,Chato Dc,Secondary,
Nyabugera,,Geita,Chato Dc,Secondary,
Nyambiti,,Geita,Chato Dc,Secondary,
Nyamirembe,,Geita,Chato Dc,Secondary,
Nyarutembo,,Geita,Chato Dc,Secondary,
Nyarututu,,Geita,Chato Dc,Secondary,
Nyisanzi,,Geita,Chato Dc,Secondary,
Rubambanngwe,,Geita,Chato Dc,Secondary,
Rubondo Chato,,Geita,Chato Dc,Secondary,
Semazina,,Geita,Chato Dc,Secondary,
Sumaye Buziku,,Geita,Chato Dc,Secondary,
Wema,,Geita,Chato Dc,Secondary,
Zakia Meghji,,Geita,Chato Dc,Secondary,
Bugalama,,Geita,Geita Dc,Secondary,
Bugando,,Geita,Geita Dc,Secondary,
Bugayambelele,,Geita,Geita Dc,Secondary,
Bujula,,Geita,Geita Dc,Secondary,
Bukoli,,Geita,Geita Dc,Secondary,
Bukondo,,Geita,Geita Dc,Secondary,
Busanda,,Geita,Geita Dc,Secondary,
Busanzu,,Geita,Geita Dc,Secondary,
Butobela,,Geita,Geita Dc,Secondary,
Butundwe,,Geita,Geita Dc,Secondary,
Buyagu,,Geita,Geita Dc,Secondary,
Chigunga,,Geita,Geita Dc,Secondary,
Evarist,,Geita,Geita Dc,Secondary,
Isingilo,,Geita,Geita Dc,Secondary,
Izumacheli,,Geita,Geita Dc,Secondary,
Kaduda,,Geita,Geita Dc,Secondary,
Kagu,,Geita,Geita Dc,Secondary,
Kakubilo,,Geita,Geita Dc,Secondary,
Kamena,,Geita,Geita Dc,Secondary,
Kamhanga,,Geita,Geita Dc,Secondary,
Kaseme,,Geita,Geita Dc,Secondary,
Kasota,,Geita,Geita Dc,Secondary,
Katoma,,Geita,Geita Dc,Secondary,
Katoro,,Geita,Geita Dc,Secondary,
Lubanga,,Geita,Geita Dc,Secondary,
Ludete,,Geita,Geita Dc,Secondary,
Lutozo,,Geita,Geita Dc,Secondary,
Lwamgasa,,Geita,Geita Dc,Secondary,
Lwemo,,Geita,Geita Dc,Secondary,
Lwezela,,Geita,Geita Dc,Secondary,
Magenge,,Geita,Geita Dc,Secondary,
Mharamba,,Geita,Geita Dc,Secondary,
Mnyala,,Geita,Geita Dc,Secondary,
Nkome,,Geita,Geita Dc,Secondary,
Nyachiluluma,,Geita,Geita Dc,Secondary,
Nyakamwaga,,Geita,Geita Dc,Secondary,
Nyalwanzaja,,Geita,Geita Dc,Secondary,
Nyamalimbe,,Geita,Geita Dc,Secondary,
Nyamboge,,Geita,Geita Dc,Secondary,
Nyamigota,,Geita,Geita Dc,Secondary,
Nyamwilolelwa,,Geita,Geita Dc,Secondary,
Nyankongochoro,,Geita,Geita Dc,Secondary,
Nyarugusu,,Geita,Geita Dc,Secondary,
Nyaruyeye,,Geita,Geita Dc,Secondary,
Nyawilimilwa,,Geita,Geita Dc,Secondary,
Senga,,Geita,Geita Dc,Secondary,
Bombambili,,Geita,Geita Tc,Secondary,
Bulela,,Geita,Geita Tc,Secondary,
Bungwangoko,,Geita,Geita Tc,Secondary,
Geita,,Geita,Geita Tc,Secondary,
Ihanamilo,,Geita,Geita Tc,Secondary,
Kalangalala,,Geita,Geita Tc,Secondary,
Kasamwa,,Geita,Geita Tc,Secondary,
Kisesa,,Geita,Geita Tc,Secondary,
Kivukoni,,Geita,Geita Tc,Secondary,
Lukaranga,,Geita,Geita Tc,Secondary,
Mgusu,,Geita,Geita Tc,Secondary,
Mkangala,,Geita,Geita Tc,Secondary,
Mwatulole,,Geita,Geita Tc,Secondary,
Nyabubele,,Geita,Geita Tc,Secondary,
Nyakabale,,Geita,Geita Tc,Secondary,
Nyanguku,,Geita,Geita Tc,Secondary,
Nyankumbu,,Geita,Geita Tc,Secondary,
Nyanza,,Geita,Geita Tc,Secondary,
Shantamine,,Geita,Geita Tc,Secondary,
Ikobe,,Geita,Mbogwe Dc,Secondary,
Ikunguigazi,,Geita,Mbogwe Dc,Secondary,
Ilolangulu,,Geita,Mbogwe Dc,Secondary,
Iponya,,Geita,Mbogwe Dc,Secondary,
Isangijo,,Geita,Mbogwe Dc,Secondary,
Isebya,,Geita,Mbogwe Dc,Secondary,
Kanegere,,Geita,Mbogwe Dc,Secondary,
Lugunga,,Geita,Mbogwe Dc,Secondary,
Lulembela,,Geita,Mbogwe Dc,Secondary,
Masumbwe,,Geita,Mbogwe Dc,Secondary,
Mbogwe,,Geita,Mbogwe Dc,Secondary,
Nanda,,Geita,Mbogwe Dc,Secondary,
Ngemo,,Geita,Mbogwe Dc,Secondary,
Nhomolwa,,Geita,Mbogwe Dc,Secondary,
Nyakasaluma,,Geita,Mbogwe Dc,Secondary,
Nyasato,,Geita,Mbogwe Dc,Secondary,
Bukwimba,,Geita,Nyanghwale Dc,Secondary,
Busolwa,,Geita,Nyanghwale Dc,Secondary,
Igalula Mining,,Geita,Nyanghwale Dc,Secondary,
Izunya,,Geita,Nyanghwale Dc,Secondary,
Kaboha,,Geita,Nyanghwale Dc,Secondary,
Kafita,,Geita,Nyanghwale Dc,Secondary,
Kakora,,Geita,Nyanghwale Dc,Secondary,
Msalala,,Geita,Nyanghwale Dc,Secondary,
Mwingiro,,Geita,Nyanghwale Dc,Secondary,
Nyabulanda,,Geita,Nyanghwale Dc,Secondary,
Nyamtukuzanhwiga,,Geita,Nyanghwale Dc,Secondary,
Nyanghwale,,Geita,Nyanghwale Dc,Secondary,
Nyijundu,,Geita,Nyanghwale Dc,Secondary,
Nyugwa,,Geita,Nyanghwale Dc,Secondary,
Shabaka,,Geita,Nyanghwale Dc,Secondary,
Dimitrios,,Iringa,Iringa Dc,Secondary,
Furahia,,Iringa,Iringa Dc,Secondary,
Idodi,,Iringa,Iringa Dc,Secondary,
Ifunda Girls,,Iringa,Iringa Dc,Secondary,
Ifunda Tech,,Iringa,Iringa Dc,Secondary,
Ilambilole,,Iringa,Iringa Dc,Secondary,
Isimila,,Iringa,Iringa Dc,Secondary,
Ismani,,Iringa,Iringa Dc,Secondary,
Izazi,,Iringa,Iringa Dc,Secondary,
Kalenga,,Iringa,Iringa Dc,Secondary,
Kidamali,,Iringa,Iringa Dc,Secondary,
Kimaiga,,Iringa,Iringa Dc,Secondary,
Kiponzelo,,Iringa,Iringa Dc,Secondary,
Kiwele,,Iringa,Iringa Dc,Secondary,
Lipuli,,Iringa,Iringa Dc,Secondary,
Luhota,,Iringa,Iringa Dc,Secondary,
Lumuli,,Iringa,Iringa Dc,Secondary,
Lupembelwasenga,,Iringa,Iringa Dc,Secondary,
Lyandembela,,Iringa,Iringa Dc,Secondary,
Lyasa,,Iringa,Iringa Dc,Secondary,
Makifu,,Iringa,Iringa Dc,Secondary,
Mgama,,Iringa,Iringa Dc,Secondary,
Mlowa,,Iringa,Iringa Dc,Secondary,
Mseke,,Iringa,Iringa Dc,Secondary,
Muhwana,,Iringa,Iringa Dc,Secondary,
Nyangoro,,Iringa,Iringa Dc,Secondary,
Nyerere Migoli,,Iringa,Iringa Dc,Secondary,
Pawaga,,Iringa,Iringa Dc,Secondary,
Tanangozi,,Iringa,Iringa Dc,Secondary,
Tosamaganga,,Iringa,Iringa Dc,Secondary,
Wasa,,Iringa,Iringa Dc,Secondary,
William Lukuvi,,Iringa,Iringa Dc,Secondary,
Ipogolo,,Iringa,Iringa Mc,Secondary,
Iringa Girls,,Iringa,Iringa Mc,Secondary,
Kigungawe,,Iringa,Iringa Mc,Secondary,
Kihesa,,Iringa,Iringa Mc,Secondary,
Klerruu Mazoezi,,Iringa,Iringa Mc,Secondary,
Kwakilosa,,Iringa,Iringa Mc,Secondary,
Lugalo,,Iringa,Iringa Mc,Secondary,
Mawelewele,,Iringa,Iringa Mc,Secondary,
Mivinjeni Idunda,,Iringa,Iringa Mc,Secondary,
Miyomboni,,Iringa,Iringa Mc,Secondary,
Mkwawa,,Iringa,Iringa Mc,Secondary,
Mlamke,,Iringa,Iringa Mc,Secondary,
Mlandege,,Iringa,Iringa Mc,Secondary,
Mtwivila,,Iringa,Iringa Mc,Secondary,
Nduli,,Iringa,Iringa Mc,Secondary,
Shabaha,,Iringa,Iringa Mc,Secondary,
Tagamenda,,Iringa,Iringa Mc,Secondary,
Dabaga,,Iringa,Kilolo Dc,Secondary,
Ibumu,,Iringa,Kilolo Dc,Secondary,
Ilula,,Iringa,Kilolo Dc,Secondary,
Ipeta,,Iringa,Kilolo Dc,Secondary,
Irima,,Iringa,Kilolo Dc,Secondary,
Irole,,Iringa,Kilolo Dc,Secondary,
Kiheka,,Iringa,Kilolo Dc,Secondary,
Kilolo,,Iringa,Kilolo Dc,Secondary,
Kitowo,,Iringa,Kilolo Dc,Secondary,
Lukosi,,Iringa,Kilolo Dc,Secondary,
Lulanzi,,Iringa,Kilolo Dc,Secondary,
Lundamatwe,,Iringa,Kilolo Dc,Secondary,
Madege,,Iringa,Kilolo Dc,Secondary,
Makwema,,Iringa,Kilolo Dc,Secondary,
Masisiwe,,Iringa,Kilolo Dc,Secondary,
Mawambala,,Iringa,Kilolo Dc,Secondary,
Mazombe,,Iringa,Kilolo Dc,Secondary,
Mlafu,,Iringa,Kilolo Dc,Secondary,
Mtitu,,Iringa,Kilolo Dc,Secondary,
Ngangange,,Iringa,Kilolo Dc,Secondary,
Ngangwe,,Iringa,Kilolo Dc,Secondary,
Nyalumbu,,Iringa,Kilolo Dc,Secondary,
Nyanzwa,,Iringa,Kilolo Dc,Secondary,
Selebu,,Iringa,Kilolo Dc,Secondary,
Udekwa,,Iringa,Kilolo Dc,Secondary,
Udzungwa,,Iringa,Kilolo Dc,Secondary,
Uhambingeto,,Iringa,Kilolo Dc,Secondary,
Ukwega,,Iringa,Kilolo Dc,Secondary,
Bumilayinga,,Iringa,Mafinga Tc,Secondary,
Changarawe,,Iringa,Mafinga Tc,Secondary,
Ihongole,,Iringa,Mafinga Tc,Secondary,
Isalavanu,,Iringa,Mafinga Tc,Secondary,
J J Mungai,,Iringa,Mafinga Tc,Secondary,
Kinyanambo,,Iringa,Mafinga Tc,Secondary,
Luganga,,Iringa,Mafinga Tc,Secondary,
Mnyigumba,,Iringa,Mafinga Tc,Secondary,
Nyamalala,,Iringa,Mafinga Tc,Secondary,
Sao Hill,,Iringa,Mafinga Tc,Secondary,
Upendo,,Iringa,Mafinga Tc,Secondary,
Idetema,,Iringa,Mufindi Dc,Secondary,
Idetero,,Iringa,Mufindi Dc,Secondary,
Idunda,,Iringa,Mufindi Dc,Secondary,
Ifwagi,,Iringa,Mufindi Dc,Secondary,
Igombavanu,,Iringa,Mufindi Dc,Secondary,
Igowole,,Iringa,Mufindi Dc,Secondary,
Ihalimba,,Iringa,Mufindi Dc,Secondary,
Ihanu,,Iringa,Mufindi Dc,Secondary,
Ihowanza,,Iringa,Mufindi Dc,Secondary,
Ilogombe,,Iringa,Mufindi Dc,Secondary,
Ilongo,,Iringa,Mufindi Dc,Secondary,
Itandula,,Iringa,Mufindi Dc,Secondary,
Itengule,,Iringa,Mufindi Dc,Secondary,
Itona,,Iringa,Mufindi Dc,Secondary,
Kasanga,,Iringa,Mufindi Dc,Secondary,
Kibao,,Iringa,Mufindi Dc,Secondary,
Kibengu,,Iringa,Mufindi Dc,Secondary,
Kihansi,,Iringa,Mufindi Dc,Secondary,
Kingege,,Iringa,Mufindi Dc,Secondary,
Kiyowela,,Iringa,Mufindi Dc,Secondary,
Luhunga,,Iringa,Mufindi Dc,Secondary,
Maduma,,Iringa,Mufindi Dc,Secondary,
Makungu,,Iringa,Mufindi Dc,Secondary,
Malangali,,Iringa,Mufindi Dc,Secondary,
Mbalamaziwa,,Iringa,Mufindi Dc,Secondary,
Mdabulo,,Iringa,Mufindi Dc,Secondary,
Mgalo,,Iringa,Mufindi Dc,Secondary,
Mgololo,,Iringa,Mufindi Dc,Secondary,
Mkalala,,Iringa,Mufindi Dc,Secondary,
Mninga,,Iringa,Mufindi Dc,Secondary,
Mtambula,,Iringa,Mufindi Dc,Secondary,
Nyololo,,Iringa,Mufindi Dc,Secondary,
Nzivi,,Iringa,Mufindi Dc,Secondary,
Sadani,,Iringa,Mufindi Dc,Secondary,
Biharamulo,,Kagera,Biharamulo Dc,Secondary,
Bisibo,,Kagera,Biharamulo Dc,Secondary,
Bizimya,,Kagera,Biharamulo Dc,Secondary,
Kagango,,Kagera,Biharamulo Dc,Secondary,
Kagango B Wasichana,,Kagera,Biharamulo Dc,Secondary,
Kalenge Day,,Kagera,Biharamulo Dc,Secondary,
Katahoka,,Kagera,Biharamulo Dc,Secondary,
Lushaunga,,Kagera,Biharamulo Dc,Secondary,
Mubaba,,Kagera,Biharamulo Dc,Secondary,
Nemba,,Kagera,Biharamulo Dc,Secondary,
Nyabusozi,,Kagera,Biharamulo Dc,Secondary,
Nyakahura,,Kagera,Biharamulo Dc,Secondary,
Nyakanazi,,Kagera,Biharamulo Dc,Secondary,
Nyamahanga,,Kagera,Biharamulo Dc,Secondary,
Nyamigogo,,Kagera,Biharamulo Dc,Secondary,
Nyantakara,,Kagera,Biharamulo Dc,Secondary,
Rubondo,,Kagera,Biharamulo Dc,Secondary,
Runazi,,Kagera,Biharamulo Dc,Secondary,
Ruziba,,Kagera,Biharamulo Dc,Secondary,
Rwagati,,Kagera,Biharamulo Dc,Secondary,
Bujugo,,Kagera,Bukoba Dc,Secondary,
Bujunangoma,,Kagera,Bukoba Dc,Secondary,
Bukara,,Kagera,Bukoba Dc,Secondary,
Busilikya,,Kagera,Bukoba Dc,Secondary,
Butulage,,Kagera,Bukoba Dc,Secondary,
Izimbya,,Kagera,Bukoba Dc,Secondary,
